phase,cell_id,dataset,dataset_protocol,method,beta,alpha_dir,seed,aggregation,model_attack,reported_utility,metric_accuracy,metric_balanced_accuracy,metric_f1,metric_false_negatives,metric_false_positives,metric_false_positives_per_10000_benign,metric_fpr,metric_pr_auc,metric_precision,metric_recall,metric_roc_auc,metric_threshold,metric_true_negatives,metric_true_positives,comm_E2E_broadcast,comm_E2E_unicast,comm_aggregation_seconds,comm_downlink_broadcast,comm_downlink_unicast,comm_empty_rounds,comm_full_candidate_airtime_us,comm_max_client_seconds,comm_metadata_wire,comm_selected_airtime_us,comm_selected_uplink,comm_server_selection_seconds,comm_sum_client_CPU_seconds,comm_wall_clock_seconds
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,2718,FedAvg,clean,honest,0.7452005931101935,0.49135617108455854,0.022610771715469418,88705,8728,298.33298582508144,0.029833298582508144,0.20127907450387372,0.1143581938102486,0.012545640751625255,0.4531610373218621,0.64,283831,1127,5438313,23858829,0.022651700008282205,2046724,20467240,0,47867345.0,13.330525499986834,25500,6442720.0,3366089,0.003981300000305055,103.12764439999228,143.02544599999965
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,314,FedAvg,clean,honest,0.7541678543689574,0.4972165274571193,0.023416235533669928,88705,5299,181.12585837386646,0.018112585837386647,0.18648832635523346,0.17538126361655773,0.012545640751625255,0.41007086971860307,0.75,287260,1127,4931879,23355617,0.01591779999580467,2047082,20470820,1,47752300.0,8.506623200009926,25500,10754540.0,2859297,0.002862900004402036,68.19774579999648,97.32304820000354
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,3407,FedAvg,clean,honest,0.7651383008491308,0.5005368469067863,0.002864534180110362,89703,106,3.623200790267946,0.0003623200790267946,0.17084205308474212,0.548936170212766,0.0014360138925995191,0.3412200474588121,0.5,292453,129,5605151,24037745,0.011309799992886838,2048066,20480660,0,47817331.0,5.094308600000659,25500,7764437.0,3531585,0.001815799991163658,38.657846200021595,56.25169079999978
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,42,FedAvg,clean,honest,0.8145667654311948,0.6488626479729238,0.46007766694586155,59621,11287,385.8025218844746,0.03858025218844746,0.44812158468701857,0.7280109884813726,0.33630554813429514,0.59342072495198,0.92,281272,30211,5112943,23521489,0.010238300001219613,2045394,20453940,0,47448872.0,5.512122400017688,25500,7349190.0,3042049,0.001578700012032641,38.08497299998635,55.73231440000018
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,777,FedAvg,clean,honest,0.7289737467670526,0.4769215824199122,0.0025792543260254462,89698,13940,476.4850850597657,0.04764850850597657,0.1753999217309504,0.009521102742646014,0.0014916733458010508,0.3632608442333994,0.37,278619,134,5489448,23904339,0.010338599993701791,2046099,20460990,0,48771487.0,5.051616400003695,25500,3553587.0,3417849,0.0015410000196425244,39.810427000018535,57.74882929998785
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.2__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.2,0.5,9001,FedAvg,clean,honest,0.8294598983762693,0.7090862527605483,0.5704499496103862,46530,18683,638.6062298544908,0.06386062298544909,0.5747716402446938,0.6985883681535855,0.48203312850654556,0.6955924190289875,0.95,273876,43302,5390174,23807792,0.02334159999372787,2046402,20464020,0,48030419.0,12.84648990000278,25500,4647853.0,3318272,0.003990900000644615,100.73373810001067,139.48543889999564
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,11,FedAvg,clean,honest,0.7608808784725581,0.4977583590373204,0.0028354253683326607,89702,1735,59.30427708598949,0.005930427708598949,0.1734895338767179,0.06970509383378017,0.0014471457832398254,0.26945348054606777,0.47,290824,130,5402309,23837261,0.00799630000256002,2048328,20483280,8,48116964.0,6.171969999995781,25500,10198808.0,3328481,0.0015618000252288766,47.19677310001862,67.50858909999806
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,123,FedAvg,clean,honest,0.7571935531955512,0.4991939063789778,0.023701117759014102,88705,4142,141.57827993669653,0.014157827993669653,0.2373803418369489,0.21389257923704688,0.012545640751625255,0.5299572989686817,0.47,288417,1127,8874234,27299790,0.017045099964889232,2047284,20472840,0,47890753.0,6.3091619000188075,25500,21449488.0,6801450,0.002016600039496552,47.63874579999538,69.76558359998307
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,2026,FedAvg,clean,honest,0.76318741811392,0.5004806671188677,0.009732626168735305,89387,1168,39.92357097200907,0.003992357097200906,0.1763096276173873,0.2758834469931804,0.004953691334936326,0.361779080514842,0.75,291391,445,9072358,27502306,0.01568579999729991,2047772,20477720,0,48339028.0,6.080468699998164,25500,23666084.0,6999086,0.0018502999810152687,44.96603609994054,66.38968170002045
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,2027,FedAvg,clean,honest,0.7620550692877186,0.5023671864100248,0.024152724152724153,88706,2282,78.00136040935332,0.007800136040935332,0.2382912954772783,0.33039906103286387,0.01253450886098495,0.5352038051175088,0.49,290277,1126,7357037,25796912,0.014044999996258412,2048875,20488750,0,48441588.0,5.916781299973081,25500,6895386.0,5282662,0.0019219000023440458,46.431739699983154,66.38307210001221
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,2718,FedAvg,clean,honest,0.7552008284713814,0.4978916049628532,0.023512721279325705,88705,4904,167.62430825918875,0.016762430825918873,0.27801790281761807,0.18686784944453655,0.012545640751625255,0.6096119037117902,0.5,287655,1127,8170909,26594485,0.013893600014853291,2047064,20470640,0,48072257.0,5.70250699997996,25500,14827749.0,6098345,0.0018146999937016517,44.32651810002426,63.81068309999682
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,314,FedAvg,clean,honest,0.7486107152103475,0.489747177480075,0.0027387880862718246,89700,6429,219.750546043704,0.021975054604370402,0.17015329605031929,0.020118884316415182,0.001469409564520438,0.2805011747318572,0.26,286130,132,7148747,25575005,0.01783779998368118,2047362,20473620,4,47396537.0,6.776563499995973,25500,13476908.0,5075885,0.002892999975301791,50.42912449999858,72.48030009999638
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,3407,FedAvg,clean,honest,0.765371046912715,0.500654240982606,0.0026678523788350376,89712,8,0.2734491162466374,2.7344911624663742e-05,0.17621729310704168,0.9375,0.0013358268768367619,0.36657905793507756,0.87,292551,120,9000676,27433765,0.016647199990984518,2048121,20481210,0,48415595.0,5.579884899998433,25500,14375746.0,6927055,0.0020968000317225233,43.691127700032666,63.43549949997396
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,42,FedAvg,clean,honest,0.7616314191495093,0.49824500150124423,0.002822510064764572,89703,1447,49.460108901110544,0.004946010890111054,0.18046527175680174,0.08185279187817258,0.0014360138925995191,0.33602178065694527,0.12,291112,129,8342306,26753804,0.01778370002284646,2045722,20457220,0,47831197.0,6.341047600006277,25500,12082710.0,6271084,0.002297599996381905,45.28949569991528,66.86196380003094
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,777,FedAvg,clean,honest,0.7291515752201281,0.47703779829431703,0.0025809433925923072,89698,13872,474.1607675716693,0.04741607675716693,0.18359433247692714,0.009567328287876624,0.0014916733458010508,0.4055045624438038,0.28,278687,134,8780494,27202864,0.016647299969918095,2046930,20469300,0,48648074.0,5.49103229996399,25500,13225998.0,6708064,0.002155499991204124,44.271528499964916,64.2831871999806
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.4__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.4,0.5,9001,FedAvg,clean,honest,0.7639484192881109,0.5032574237101157,0.02243978513255935,88796,1468,50.17791283125797,0.005017791283125797,0.22351036199554453,0.41373801916932906,0.011532638703357379,0.5076470133101836,0.5,291091,1036,7867189,26301349,0.015577799989841878,2048240,20482400,0,48053873.0,5.681409600001643,25500,8764213.0,5793449,0.0020308000093791634,42.990030699911586,61.99804859998403
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,11,FedAvg,clean,honest,0.7634201641775041,0.4994139964731986,0.002843789956351131,89703,763,26.080209462023046,0.0026080209462023044,0.18928934344420717,0.1446188340807175,0.0014360138925995191,0.28357083420388457,0.29,291796,129,6005123,24431705,0.009333799993328284,2047398,20473980,8,47832863.0,5.279417300000205,25500,9328078.0,3932225,0.0015243999732774682,40.47813499998301,57.686650199990254
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,123,FedAvg,clean,honest,0.764855867423658,0.5003676963066943,0.0029495581207101117,89699,218,7.45148841772087,0.000745148841772087,0.17502573708885186,0.3789173789173789,0.0014805414551607445,0.35688054791320134,0.77,292341,133,11324069,29755727,0.016073999991931487,2047962,20479620,0,47847822.0,5.316731900005834,25500,26710406.0,9250607,0.0014106000016909093,38.19115109997074,56.0099437999379
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,2026,FedAvg,clean,honest,0.7640347183903387,0.4999004764062453,0.0033358002054499464,89681,550,18.799626741956324,0.0018799626741956323,0.17206292228872072,0.21540656205420827,0.0016809154866862588,0.3476452956759601,0.48,292009,151,12570321,31007469,0.01839430000836728,2048572,20485720,0,48753629.0,4.928676100018492,25500,30471982.0,10496249,0.0016660999608575366,36.53932880002685,53.7749010999687
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,2027,FedAvg,clean,honest,0.764060869633438,0.503431192257041,0.02300070388218095,88770,1451,49.59683345923386,0.004959683345923387,0.23440340168318624,0.4226024671707123,0.011822067860005343,0.5270776832003292,0.56,291108,1062,10347107,28790735,0.016223199985688552,2049292,20492920,0,48514131.0,5.2751841000208515,25500,16566521.0,8272315,0.0015545999995083548,39.837819800071884,57.048626300027536
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,2718,FedAvg,clean,honest,0.7601931007790456,0.5011503378427273,0.02396968664850136,88706,2994,102.33833175530405,0.010233833175530406,0.20190965639071876,0.2733009708737864,0.01253450886098495,0.4545939779292744,0.49,289565,1126,10463295,28892694,0.016067500015196856,2047711,20477110,0,48175117.0,5.5721079999930225,25500,18035696.0,8390084,0.0015743999756523408,41.27115009993577,58.50999969999248
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,314,FedAvg,clean,honest,0.7649395514015759,0.5003375345863842,0.0024637375564606524,89721,164,5.605706883056067,0.0005605706883056068,0.16324546139846063,0.4036363636363636,0.0012356398610740048,0.29287004412010115,0.61,292395,111,10092476,28523306,0.016003300013835542,2047870,20478700,1,48043558.0,5.364418699980888,25500,20552014.0,8019106,0.0016532999943592586,40.16797659997974,57.00331199999346
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,3407,FedAvg,clean,honest,0.7635927623819598,0.49960007511217897,0.0032636499955896623,89684,716,24.47369590407405,0.002447369590407405,0.22914529624371788,0.1712962962962963,0.0016475198147653397,0.5116401628191323,0.93,291843,148,11716005,30149625,0.017730300009134226,2048180,20481800,0,48083958.0,5.064458500004548,25500,24550666.0,9642325,0.001652700018894393,37.43344029998116,54.645878199989966
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,42,FedAvg,clean,honest,0.7640007217743096,0.4997625520152419,0.002674446875759786,89711,533,18.218547369932217,0.0018218547369932218,0.19942146501314634,0.18501529051987767,0.0013469587674770683,0.2922262980889765,0.08,292026,121,11108198,29525402,0.01633710002352018,2046356,20463560,0,47821750.0,5.106971800021711,25500,15067720.0,9036342,0.0016069999983301386,34.22321630009537,49.67054439999629
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,777,FedAvg,clean,honest,0.765289978059107,0.5005626913328971,0.002445232352646964,89722,29,0.9912530463940606,9.912530463940606e-05,0.1772783438094284,0.7913669064748201,0.0012245079704336984,0.3741308250311816,0.83,292530,110,12004314,30431922,0.018840099997760262,2047512,20475120,0,48578444.0,4.999114099977305,25500,22074954.0,9931302,0.001670000005105976,39.28176599993458,56.65227130003768
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.6__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.6,0.5,9001,FedAvg,clean,honest,0.7651252252275812,0.500455020743375,0.0024435213363840328,89722,92,3.1446648368363306,0.00031446648368363303,0.17604213457290238,0.5445544554455446,0.0012245079704336984,0.3675007710907712,0.9,292467,110,8549732,26989625,0.014239599971915595,2048877,20488770,0,48043084.0,5.051521400040656,25500,11711067.0,6475355,0.0017840999644249678,37.88032570013456,54.361163299996406
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,11,FedAvg,clean,honest,0.7024328501455317,0.6145577074763413,0.41473914854876787,49515,64272,2196.890199925485,0.2196890199925485,0.3055390402936648,0.3854803086366635,0.4488044349452311,0.5662210771774361,0.95,228287,40317,6832380,25270482,0.011434099993493874,2048678,20486780,6,48153846.0,6.037908700003754,25500,10803450.0,4758202,0.001666900010604877,45.888796000013826,65.49770470000658
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,123,FedAvg,clean,honest,0.7647434170783308,0.5003173481867648,0.003080742037722467,89693,267,9.126364254731524,0.0009126364254731525,0.17879946623142412,0.34236453201970446,0.0015473327990025826,0.37279319526589383,0.81,292292,139,12965507,31394087,0.06854650002060225,2047620,20476200,0,48085566.0,14.961769800000184,25500,30583958.0,10892387,0.004813599975022953,119.85654500000965,173.75639359998604
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,2026,FedAvg,clean,honest,0.7647198809595415,0.5003289648923811,0.0032350627624333876,89686,283,9.673262487224799,0.0009673262487224799,0.16989977023209255,0.34032634032634035,0.001625256033484727,0.3324241844061172,0.72,292276,146,15886599,34326573,0.05771129995264346,2048886,20488860,0,48334359.0,7.914773700023943,25500,37279400.0,13812213,0.002363699983106926,58.68893409999146,89.67484419997345
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,2027,FedAvg,clean,honest,0.7636947522300472,0.5033654842557876,0.02391574399135836,88725,1636,55.920344272437355,0.005592034427243735,0.25513812093976707,0.4035727305869486,0.01232300293881913,0.557447440921353,0.6,290923,1107,11996929,30445021,0.01900430000387132,2049788,20497880,0,48387814.0,5.695140500014531,25500,20637878.0,9921641,0.0018718000064836815,41.52646109993657,59.724526300014986
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,2718,FedAvg,clean,honest,0.7650075446336342,0.5005169611598007,0.0032390101052678284,89686,173,5.913337138833534,0.0005913337138833535,0.1746668961337446,0.45768025078369906,0.001625256033484727,0.3559251130725809,0.82,292386,146,11693828,30128384,0.019041700019442942,2048284,20482840,0,48123025.0,5.709851200008416,25500,23192538.0,9620044,0.0017238000218640082,43.6865772000383,62.123279200008255
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,314,FedAvg,clean,honest,0.7562887201843139,0.49664713027488333,0.013131002933296623,89212,3981,136.07511647223296,0.013607511647223295,0.1724489978104797,0.13475331449684852,0.006901772196989937,0.3195908650293976,0.26,288578,620,9092808,27517329,0.019488499994622543,2047169,20471690,2,47784100.0,6.079568900022423,25500,17021349.0,7020139,0.0019072000141022727,46.764790700115555,66.19957440000144
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,3407,FedAvg,clean,honest,0.7644766743987176,0.500146881263501,0.003099333643266698,89692,370,12.647021626406982,0.0012647021626406981,0.17377181554590668,0.27450980392156865,0.0015584646896428889,0.3369845826571337,0.87,292189,140,13655008,32086747,0.02435110001533758,2047971,20479710,0,48215000.0,5.357183800027997,25500,30696435.0,11581537,0.001737200014758855,39.96986719994311,58.54532130000007
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,42,FedAvg,clean,honest,0.7538749604462448,0.4931720816204786,0.0027126690119950833,89704,4412,150.80718761002055,0.015080718761002055,0.2002246239067467,0.028193832599118944,0.0014248820019592127,0.265918543858002,0.05,288147,128,13344750,31759443,0.0639047000076971,2046077,20460770,0,47956996.0,16.53905109999323,25500,19197152.0,11273173,0.005261600002995692,116.96638089996122,168.51951839996764
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,777,FedAvg,clean,honest,0.764858482547968,0.5003539778102964,0.002861135138731785,89703,213,7.280582720066722,0.0007280582720066721,0.17463066377577297,0.37719298245614036,0.0014360138925995191,0.3608630962729213,0.5,292346,129,13501642,31928215,0.06721180002205074,2047397,20473970,0,48599896.0,14.6221530999901,25500,29126854.0,11428745,0.004945699969539419,121.83368390001851,174.29614739998215
primary,PRIMARY__CICIDS2017_COVERAGE_R1__Utility-Cost-Ratio__b0.8__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,Utility-Cost-Ratio,0.8,0.5,9001,FedAvg,clean,honest,0.761960924812561,0.4986030475490021,0.0036341345943342526,89666,1358,46.41798748286671,0.00464179874828667,0.18210449710558077,0.1089238845144357,0.001847893846290854,0.39571887849230164,0.6,291201,166,10320258,28751421,0.016779399986262433,2047907,20479070,0,48298309.0,5.349783500001649,25500,13858317.0,8246851,0.001697099971352145,40.12910730003932,57.30876919999719
