dataset,seed,beta,method,endpoint,fraction_of_full_final,target_value,reached,round,E2E_broadcast_bytes
CICIoT2023_R1,3407,0.4,Utility-Only,PR_AUC,0.9,0.8941399796458087,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Utility-Only,PR_AUC,0.95,0.9438144229594647,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Utility-Cost-Ratio,F1,0.9,0.840083932091308,True,1.0,474699.0
CICIoT2023_R1,3407,0.4,Utility-Cost-Ratio,F1,0.95,0.8867552616519362,True,2.0,664965.0
CICIoT2023_R1,3407,0.4,Utility-Cost-Ratio,PR_AUC,0.9,0.8941399796458087,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Utility-Cost-Ratio,PR_AUC,0.95,0.9438144229594647,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,CB-Score,F1,0.9,0.840083932091308,True,1.0,428983.0
CICIoT2023_R1,3407,0.4,CB-Score,F1,0.95,0.8867552616519362,True,1.0,428983.0
CICIoT2023_R1,3407,0.4,CB-Score,PR_AUC,0.9,0.8941399796458087,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,CB-Score,PR_AUC,0.95,0.9438144229594647,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Historical-DoubleCost,F1,0.9,0.840083932091308,True,1.0,428983.0
CICIoT2023_R1,3407,0.4,Historical-DoubleCost,F1,0.95,0.8867552616519362,True,1.0,428983.0
CICIoT2023_R1,3407,0.4,Historical-DoubleCost,PR_AUC,0.9,0.8941399796458087,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Historical-DoubleCost,PR_AUC,0.95,0.9438144229594647,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Oort-Style-Adapted,F1,0.9,0.840083932091308,True,1.0,473990.0
CICIoT2023_R1,3407,0.4,Oort-Style-Adapted,F1,0.95,0.8867552616519362,True,1.0,473990.0
CICIoT2023_R1,3407,0.4,Oort-Style-Adapted,PR_AUC,0.9,0.8941399796458087,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Oort-Style-Adapted,PR_AUC,0.95,0.9438144229594647,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Oracle-Score-Exact,F1,0.9,0.840083932091308,True,1.0,428983.0
CICIoT2023_R1,3407,0.4,Oracle-Score-Exact,F1,0.95,0.8867552616519362,True,1.0,428983.0
CICIoT2023_R1,3407,0.4,Oracle-Score-Exact,PR_AUC,0.9,0.8941399796458087,True,0.0,237874.0
CICIoT2023_R1,3407,0.4,Oracle-Score-Exact,PR_AUC,0.95,0.9438144229594647,True,0.0,237874.0
CICIoT2023_R1,3407,0.6,Full-Contextual,F1,0.9,0.840083932091308,True,0.0,518298.0
CICIoT2023_R1,3407,0.6,Full-Contextual,F1,0.95,0.8867552616519362,True,0.0,518298.0
CICIoT2023_R1,3407,0.6,Full-Contextual,PR_AUC,0.9,0.8941399796458087,True,0.0,518298.0
CICIoT2023_R1,3407,0.6,Full-Contextual,PR_AUC,0.95,0.9438144229594647,True,0.0,518298.0
CICIoT2023_R1,3407,0.6,Random-Budget,F1,0.9,0.840083932091308,True,0.0,285355.0
CICIoT2023_R1,3407,0.6,Random-Budget,F1,0.95,0.8867552616519362,True,0.0,285355.0
CICIoT2023_R1,3407,0.6,Random-Budget,PR_AUC,0.9,0.8941399796458087,True,0.0,285355.0
CICIoT2023_R1,3407,0.6,Random-Budget,PR_AUC,0.95,0.9438144229594647,True,1.0,613857.0
CICIoT2023_R1,3407,0.6,Cost-Only,F1,0.9,0.840083932091308,True,0.0,331568.0
CICIoT2023_R1,3407,0.6,Cost-Only,F1,0.95,0.8867552616519362,True,0.0,331568.0
CICIoT2023_R1,3407,0.6,Cost-Only,PR_AUC,0.9,0.8941399796458087,True,0.0,331568.0
CICIoT2023_R1,3407,0.6,Cost-Only,PR_AUC,0.95,0.9438144229594647,True,0.0,331568.0
CICIoT2023_R1,3407,0.6,Utility-Only,F1,0.9,0.840083932091308,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Utility-Only,F1,0.95,0.8867552616519362,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Utility-Only,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Utility-Only,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Utility-Cost-Ratio,F1,0.9,0.840083932091308,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Utility-Cost-Ratio,F1,0.95,0.8867552616519362,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Utility-Cost-Ratio,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Utility-Cost-Ratio,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,CB-Score,F1,0.9,0.840083932091308,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,CB-Score,F1,0.95,0.8867552616519362,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,CB-Score,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,CB-Score,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Historical-DoubleCost,F1,0.9,0.840083932091308,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Historical-DoubleCost,F1,0.95,0.8867552616519362,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Historical-DoubleCost,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Historical-DoubleCost,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Oort-Style-Adapted,F1,0.9,0.840083932091308,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Oort-Style-Adapted,F1,0.95,0.8867552616519362,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Oort-Style-Adapted,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Oort-Style-Adapted,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Oracle-Score-Exact,F1,0.9,0.840083932091308,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Oracle-Score-Exact,F1,0.95,0.8867552616519362,True,1.0,569483.0
CICIoT2023_R1,3407,0.6,Oracle-Score-Exact,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.6,Oracle-Score-Exact,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,0.8,Full-Contextual,F1,0.9,0.840083932091308,True,0.0,518298.0
CICIoT2023_R1,3407,0.8,Full-Contextual,F1,0.95,0.8867552616519362,True,0.0,518298.0
CICIoT2023_R1,3407,0.8,Full-Contextual,PR_AUC,0.9,0.8941399796458087,True,0.0,518298.0
CICIoT2023_R1,3407,0.8,Full-Contextual,PR_AUC,0.95,0.9438144229594647,True,0.0,518298.0
CICIoT2023_R1,3407,0.8,Random-Budget,F1,0.9,0.840083932091308,True,0.0,378625.0
CICIoT2023_R1,3407,0.8,Random-Budget,F1,0.95,0.8867552616519362,True,0.0,378625.0
CICIoT2023_R1,3407,0.8,Random-Budget,PR_AUC,0.9,0.8941399796458087,True,0.0,378625.0
CICIoT2023_R1,3407,0.8,Random-Budget,PR_AUC,0.95,0.9438144229594647,True,0.0,378625.0
CICIoT2023_R1,3407,0.8,Cost-Only,F1,0.9,0.840083932091308,True,0.0,378584.0
CICIoT2023_R1,3407,0.8,Cost-Only,F1,0.95,0.8867552616519362,True,0.0,378584.0
CICIoT2023_R1,3407,0.8,Cost-Only,PR_AUC,0.9,0.8941399796458087,True,0.0,378584.0
CICIoT2023_R1,3407,0.8,Cost-Only,PR_AUC,0.95,0.9438144229594647,True,0.0,378584.0
CICIoT2023_R1,3407,0.8,Utility-Only,F1,0.9,0.840083932091308,True,2.0,1036449.0
CICIoT2023_R1,3407,0.8,Utility-Only,F1,0.95,0.8867552616519362,True,3.0,1271743.0
CICIoT2023_R1,3407,0.8,Utility-Only,PR_AUC,0.9,0.8941399796458087,True,0.0,378687.0
CICIoT2023_R1,3407,0.8,Utility-Only,PR_AUC,0.95,0.9438144229594647,True,0.0,378687.0
CICIoT2023_R1,3407,0.8,Utility-Cost-Ratio,F1,0.9,0.840083932091308,True,2.0,1036449.0
CICIoT2023_R1,3407,0.8,Utility-Cost-Ratio,F1,0.95,0.8867552616519362,True,3.0,1271743.0
CICIoT2023_R1,3407,0.8,Utility-Cost-Ratio,PR_AUC,0.9,0.8941399796458087,True,0.0,378687.0
CICIoT2023_R1,3407,0.8,Utility-Cost-Ratio,PR_AUC,0.95,0.9438144229594647,True,0.0,378687.0
CICIoT2023_R1,3407,0.8,CB-Score,F1,0.9,0.840083932091308,True,1.0,662852.0
CICIoT2023_R1,3407,0.8,CB-Score,F1,0.95,0.8867552616519362,True,5.0,1673929.0
CICIoT2023_R1,3407,0.8,CB-Score,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.8,CB-Score,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,0.8,Historical-DoubleCost,F1,0.9,0.840083932091308,True,1.0,662852.0
CICIoT2023_R1,3407,0.8,Historical-DoubleCost,F1,0.95,0.8867552616519362,True,5.0,1673929.0
CICIoT2023_R1,3407,0.8,Historical-DoubleCost,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.8,Historical-DoubleCost,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,0.8,Oort-Style-Adapted,F1,0.9,0.840083932091308,True,2.0,1036449.0
CICIoT2023_R1,3407,0.8,Oort-Style-Adapted,F1,0.95,0.8867552616519362,True,3.0,1271743.0
CICIoT2023_R1,3407,0.8,Oort-Style-Adapted,PR_AUC,0.9,0.8941399796458087,True,0.0,378687.0
CICIoT2023_R1,3407,0.8,Oort-Style-Adapted,PR_AUC,0.95,0.9438144229594647,True,0.0,378687.0
CICIoT2023_R1,3407,0.8,Oracle-Score-Exact,F1,0.9,0.840083932091308,True,1.0,662852.0
CICIoT2023_R1,3407,0.8,Oracle-Score-Exact,F1,0.95,0.8867552616519362,True,5.0,1673929.0
CICIoT2023_R1,3407,0.8,Oracle-Score-Exact,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,0.8,Oracle-Score-Exact,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,1.0,Full-Contextual,F1,0.9,0.840083932091308,True,0.0,518298.0
CICIoT2023_R1,3407,1.0,Full-Contextual,F1,0.95,0.8867552616519362,True,0.0,518298.0
CICIoT2023_R1,3407,1.0,Full-Contextual,PR_AUC,0.9,0.8941399796458087,True,0.0,518298.0
CICIoT2023_R1,3407,1.0,Full-Contextual,PR_AUC,0.95,0.9438144229594647,True,0.0,518298.0
CICIoT2023_R1,3407,1.0,Random-Budget,F1,0.9,0.840083932091308,True,0.0,425585.0
CICIoT2023_R1,3407,1.0,Random-Budget,F1,0.95,0.8867552616519362,True,0.0,425585.0
CICIoT2023_R1,3407,1.0,Random-Budget,PR_AUC,0.9,0.8941399796458087,True,0.0,425585.0
CICIoT2023_R1,3407,1.0,Random-Budget,PR_AUC,0.95,0.9438144229594647,True,0.0,425585.0
CICIoT2023_R1,3407,1.0,Cost-Only,F1,0.9,0.840083932091308,True,0.0,425665.0
CICIoT2023_R1,3407,1.0,Cost-Only,F1,0.95,0.8867552616519362,True,0.0,425665.0
CICIoT2023_R1,3407,1.0,Cost-Only,PR_AUC,0.9,0.8941399796458087,True,0.0,425665.0
CICIoT2023_R1,3407,1.0,Cost-Only,PR_AUC,0.95,0.9438144229594647,True,0.0,425665.0
CICIoT2023_R1,3407,1.0,Utility-Only,F1,0.9,0.840083932091308,True,2.0,1036449.0
CICIoT2023_R1,3407,1.0,Utility-Only,F1,0.95,0.8867552616519362,True,3.0,1271743.0
CICIoT2023_R1,3407,1.0,Utility-Only,PR_AUC,0.9,0.8941399796458087,True,0.0,378687.0
CICIoT2023_R1,3407,1.0,Utility-Only,PR_AUC,0.95,0.9438144229594647,True,0.0,378687.0
CICIoT2023_R1,3407,1.0,Utility-Cost-Ratio,F1,0.9,0.840083932091308,True,2.0,1036449.0
CICIoT2023_R1,3407,1.0,Utility-Cost-Ratio,F1,0.95,0.8867552616519362,True,3.0,1271743.0
CICIoT2023_R1,3407,1.0,Utility-Cost-Ratio,PR_AUC,0.9,0.8941399796458087,True,0.0,378687.0
CICIoT2023_R1,3407,1.0,Utility-Cost-Ratio,PR_AUC,0.95,0.9438144229594647,True,0.0,378687.0
CICIoT2023_R1,3407,1.0,CB-Score,F1,0.9,0.840083932091308,True,1.0,662852.0
CICIoT2023_R1,3407,1.0,CB-Score,F1,0.95,0.8867552616519362,True,5.0,1673929.0
CICIoT2023_R1,3407,1.0,CB-Score,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,1.0,CB-Score,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,1.0,Historical-DoubleCost,F1,0.9,0.840083932091308,True,1.0,662852.0
CICIoT2023_R1,3407,1.0,Historical-DoubleCost,F1,0.95,0.8867552616519362,True,5.0,1673929.0
CICIoT2023_R1,3407,1.0,Historical-DoubleCost,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,1.0,Historical-DoubleCost,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,3407,1.0,Oort-Style-Adapted,F1,0.9,0.840083932091308,True,2.0,1036449.0
CICIoT2023_R1,3407,1.0,Oort-Style-Adapted,F1,0.95,0.8867552616519362,True,3.0,1271743.0
CICIoT2023_R1,3407,1.0,Oort-Style-Adapted,PR_AUC,0.9,0.8941399796458087,True,0.0,378687.0
CICIoT2023_R1,3407,1.0,Oort-Style-Adapted,PR_AUC,0.95,0.9438144229594647,True,0.0,378687.0
CICIoT2023_R1,3407,1.0,Oracle-Score-Exact,F1,0.9,0.840083932091308,True,1.0,662852.0
CICIoT2023_R1,3407,1.0,Oracle-Score-Exact,F1,0.95,0.8867552616519362,True,5.0,1673929.0
CICIoT2023_R1,3407,1.0,Oracle-Score-Exact,PR_AUC,0.9,0.8941399796458087,True,0.0,284790.0
CICIoT2023_R1,3407,1.0,Oracle-Score-Exact,PR_AUC,0.95,0.9438144229594647,True,0.0,284790.0
CICIoT2023_R1,11,0.1,Full-Contextual,F1,0.9,0.858807512113082,True,0.0,518283.0
CICIoT2023_R1,11,0.1,Full-Contextual,F1,0.95,0.9065190405638088,True,1.0,1032463.0
CICIoT2023_R1,11,0.1,Full-Contextual,PR_AUC,0.9,0.8947501249522188,True,1.0,1032463.0
CICIoT2023_R1,11,0.1,Full-Contextual,PR_AUC,0.95,0.9444584652273421,True,1.0,1032463.0
CICIoT2023_R1,11,0.1,Random-Budget,F1,0.9,0.858807512113082,True,5.0,571825.0
CICIoT2023_R1,11,0.1,Random-Budget,F1,0.95,0.9065190405638088,True,5.0,571825.0
CICIoT2023_R1,11,0.1,Random-Budget,PR_AUC,0.9,0.8947501249522188,True,1.0,191892.0
CICIoT2023_R1,11,0.1,Random-Budget,PR_AUC,0.95,0.9444584652273421,True,1.0,191892.0
CICIoT2023_R1,11,0.1,Cost-Only,F1,0.9,0.858807512113082,True,5.0,574525.0
CICIoT2023_R1,11,0.1,Cost-Only,F1,0.95,0.9065190405638088,True,8.0,860016.0
CICIoT2023_R1,11,0.1,Cost-Only,PR_AUC,0.9,0.8947501249522188,True,0.0,97190.0
CICIoT2023_R1,11,0.1,Cost-Only,PR_AUC,0.95,0.9444584652273421,True,0.0,97190.0
CICIoT2023_R1,11,0.1,Utility-Only,F1,0.9,0.858807512113082,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Utility-Only,F1,0.95,0.9065190405638088,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Utility-Only,PR_AUC,0.9,0.8947501249522188,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Utility-Only,PR_AUC,0.95,0.9444584652273421,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Utility-Cost-Ratio,F1,0.9,0.858807512113082,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Utility-Cost-Ratio,F1,0.95,0.9065190405638088,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Utility-Cost-Ratio,PR_AUC,0.9,0.8947501249522188,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Utility-Cost-Ratio,PR_AUC,0.95,0.9444584652273421,True,1.0,192052.0
CICIoT2023_R1,11,0.1,CB-Score,F1,0.9,0.858807512113082,True,4.0,476416.0
CICIoT2023_R1,11,0.1,CB-Score,F1,0.95,0.9065190405638088,True,4.0,476416.0
CICIoT2023_R1,11,0.1,CB-Score,PR_AUC,0.9,0.8947501249522188,True,1.0,192052.0
CICIoT2023_R1,11,0.1,CB-Score,PR_AUC,0.95,0.9444584652273421,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Historical-DoubleCost,F1,0.9,0.858807512113082,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Historical-DoubleCost,F1,0.95,0.9065190405638088,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Historical-DoubleCost,PR_AUC,0.9,0.8947501249522188,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Historical-DoubleCost,PR_AUC,0.95,0.9444584652273421,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Oort-Style-Adapted,F1,0.9,0.858807512113082,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Oort-Style-Adapted,F1,0.95,0.9065190405638088,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Oort-Style-Adapted,PR_AUC,0.9,0.8947501249522188,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Oort-Style-Adapted,PR_AUC,0.95,0.9444584652273421,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Oracle-Score-Exact,F1,0.9,0.858807512113082,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Oracle-Score-Exact,F1,0.95,0.9065190405638088,True,4.0,476416.0
CICIoT2023_R1,11,0.1,Oracle-Score-Exact,PR_AUC,0.9,0.8947501249522188,True,1.0,192052.0
CICIoT2023_R1,11,0.1,Oracle-Score-Exact,PR_AUC,0.95,0.9444584652273421,True,1.0,192052.0
CICIoT2023_R1,11,0.2,Full-Contextual,F1,0.9,0.858807512113082,True,0.0,518283.0
CICIoT2023_R1,11,0.2,Full-Contextual,F1,0.95,0.9065190405638088,True,1.0,1032463.0
CICIoT2023_R1,11,0.2,Full-Contextual,PR_AUC,0.9,0.8947501249522188,True,1.0,1032463.0
CICIoT2023_R1,11,0.2,Full-Contextual,PR_AUC,0.95,0.9444584652273421,True,1.0,1032463.0
CICIoT2023_R1,11,0.2,Random-Budget,F1,0.9,0.858807512113082,True,2.0,431219.0
CICIoT2023_R1,11,0.2,Random-Budget,F1,0.95,0.9065190405638088,True,3.0,574125.0
CICIoT2023_R1,11,0.2,Random-Budget,PR_AUC,0.9,0.8947501249522188,True,0.0,144136.0
CICIoT2023_R1,11,0.2,Random-Budget,PR_AUC,0.95,0.9444584652273421,True,0.0,144136.0
CICIoT2023_R1,11,0.2,Cost-Only,F1,0.9,0.858807512113082,True,0.0,143928.0
CICIoT2023_R1,11,0.2,Cost-Only,F1,0.95,0.9065190405638088,True,2.0,429241.0
CICIoT2023_R1,11,0.2,Cost-Only,PR_AUC,0.9,0.8947501249522188,True,1.0,287333.0
CICIoT2023_R1,11,0.2,Cost-Only,PR_AUC,0.95,0.9444584652273421,True,1.0,287333.0
CICIoT2023_R1,11,0.2,Utility-Only,F1,0.9,0.858807512113082,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Utility-Only,F1,0.95,0.9065190405638088,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Utility-Only,PR_AUC,0.9,0.8947501249522188,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Utility-Only,PR_AUC,0.95,0.9444584652273421,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Utility-Cost-Ratio,F1,0.9,0.858807512113082,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Utility-Cost-Ratio,F1,0.95,0.9065190405638088,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Utility-Cost-Ratio,PR_AUC,0.9,0.8947501249522188,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Utility-Cost-Ratio,PR_AUC,0.95,0.9444584652273421,True,0.0,97568.0
CICIoT2023_R1,11,0.2,CB-Score,F1,0.9,0.858807512113082,True,0.0,97568.0
CICIoT2023_R1,11,0.2,CB-Score,F1,0.95,0.9065190405638088,True,0.0,97568.0
CICIoT2023_R1,11,0.2,CB-Score,PR_AUC,0.9,0.8947501249522188,True,0.0,97568.0
CICIoT2023_R1,11,0.2,CB-Score,PR_AUC,0.95,0.9444584652273421,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Historical-DoubleCost,F1,0.9,0.858807512113082,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Historical-DoubleCost,F1,0.95,0.9065190405638088,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Historical-DoubleCost,PR_AUC,0.9,0.8947501249522188,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Historical-DoubleCost,PR_AUC,0.95,0.9444584652273421,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Oort-Style-Adapted,F1,0.9,0.858807512113082,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Oort-Style-Adapted,F1,0.95,0.9065190405638088,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Oort-Style-Adapted,PR_AUC,0.9,0.8947501249522188,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Oort-Style-Adapted,PR_AUC,0.95,0.9444584652273421,True,0.0,97568.0
CICIoT2023_R1,11,0.2,Oracle-Score-Exact,F1,0.9,0.858807512113082,True,6.0,924259.0
CICIoT2023_R1,11,0.2,Oracle-Score-Exact,F1,0.95,0.9065190405638088,True,6.0,924259.0
CICIoT2023_R1,11,0.2,Oracle-Score-Exact,PR_AUC,0.9,0.8947501249522188,True,1.0,285204.0
CICIoT2023_R1,11,0.2,Oracle-Score-Exact,PR_AUC,0.95,0.9444584652273421,True,1.0,285204.0
CICIoT2023_R1,11,0.4,Full-Contextual,F1,0.9,0.858807512113082,True,0.0,518283.0
CICIoT2023_R1,11,0.4,Full-Contextual,F1,0.95,0.9065190405638088,True,1.0,1032463.0
CICIoT2023_R1,11,0.4,Full-Contextual,PR_AUC,0.9,0.8947501249522188,True,1.0,1032463.0
CICIoT2023_R1,11,0.4,Full-Contextual,PR_AUC,0.95,0.9444584652273421,True,1.0,1032463.0
CICIoT2023_R1,11,0.4,Random-Budget,F1,0.9,0.858807512113082,True,1.0,428699.0
CICIoT2023_R1,11,0.4,Random-Budget,F1,0.95,0.9065190405638088,True,1.0,428699.0
CICIoT2023_R1,11,0.4,Random-Budget,PR_AUC,0.9,0.8947501249522188,True,0.0,191153.0
CICIoT2023_R1,11,0.4,Random-Budget,PR_AUC,0.95,0.9444584652273421,True,0.0,191153.0
CICIoT2023_R1,11,0.4,Cost-Only,F1,0.9,0.858807512113082,True,0.0,237806.0
CICIoT2023_R1,11,0.4,Cost-Only,F1,0.95,0.9065190405638088,True,19.0,4213153.0
CICIoT2023_R1,11,0.4,Cost-Only,PR_AUC,0.9,0.8947501249522188,True,1.0,473871.0
CICIoT2023_R1,11,0.4,Cost-Only,PR_AUC,0.95,0.9444584652273421,True,1.0,473871.0
CICIoT2023_R1,11,0.4,Utility-Only,F1,0.9,0.858807512113082,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Utility-Only,F1,0.95,0.9065190405638088,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Utility-Only,PR_AUC,0.9,0.8947501249522188,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Utility-Only,PR_AUC,0.95,0.9444584652273421,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Utility-Cost-Ratio,F1,0.9,0.858807512113082,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Utility-Cost-Ratio,F1,0.95,0.9065190405638088,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Utility-Cost-Ratio,PR_AUC,0.9,0.8947501249522188,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Utility-Cost-Ratio,PR_AUC,0.95,0.9444584652273421,True,0.0,191692.0
CICIoT2023_R1,11,0.4,CB-Score,F1,0.9,0.858807512113082,True,0.0,191692.0
CICIoT2023_R1,11,0.4,CB-Score,F1,0.95,0.9065190405638088,True,0.0,191692.0
CICIoT2023_R1,11,0.4,CB-Score,PR_AUC,0.9,0.8947501249522188,True,0.0,191692.0
CICIoT2023_R1,11,0.4,CB-Score,PR_AUC,0.95,0.9444584652273421,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Historical-DoubleCost,F1,0.9,0.858807512113082,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Historical-DoubleCost,F1,0.95,0.9065190405638088,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Historical-DoubleCost,PR_AUC,0.9,0.8947501249522188,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Historical-DoubleCost,PR_AUC,0.95,0.9444584652273421,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Oort-Style-Adapted,F1,0.9,0.858807512113082,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Oort-Style-Adapted,F1,0.95,0.9065190405638088,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Oort-Style-Adapted,PR_AUC,0.9,0.8947501249522188,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Oort-Style-Adapted,PR_AUC,0.95,0.9444584652273421,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Oracle-Score-Exact,F1,0.9,0.858807512113082,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Oracle-Score-Exact,F1,0.95,0.9065190405638088,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Oracle-Score-Exact,PR_AUC,0.9,0.8947501249522188,True,0.0,191692.0
CICIoT2023_R1,11,0.4,Oracle-Score-Exact,PR_AUC,0.95,0.9444584652273421,True,0.0,191692.0
CICIoT2023_R1,11,0.6,Full-Contextual,F1,0.9,0.858807512113082,True,0.0,518283.0
CICIoT2023_R1,11,0.6,Full-Contextual,F1,0.95,0.9065190405638088,True,1.0,1032463.0
CICIoT2023_R1,11,0.6,Full-Contextual,PR_AUC,0.9,0.8947501249522188,True,1.0,1032463.0
CICIoT2023_R1,11,0.6,Full-Contextual,PR_AUC,0.95,0.9444584652273421,True,1.0,1032463.0
CICIoT2023_R1,11,0.6,Random-Budget,F1,0.9,0.858807512113082,True,0.0,284965.0
CICIoT2023_R1,11,0.6,Random-Budget,F1,0.95,0.9065190405638088,True,0.0,284965.0
CICIoT2023_R1,11,0.6,Random-Budget,PR_AUC,0.9,0.8947501249522188,True,1.0,615023.0
CICIoT2023_R1,11,0.6,Random-Budget,PR_AUC,0.95,0.9444584652273421,True,1.0,615023.0
CICIoT2023_R1,11,0.6,Cost-Only,F1,0.9,0.858807512113082,True,0.0,284804.0
CICIoT2023_R1,11,0.6,Cost-Only,F1,0.95,0.9065190405638088,True,1.0,614196.0
CICIoT2023_R1,11,0.6,Cost-Only,PR_AUC,0.9,0.8947501249522188,True,1.0,614196.0
CICIoT2023_R1,11,0.6,Cost-Only,PR_AUC,0.95,0.9444584652273421,True,1.0,614196.0
